id,text,class,volunteers_count,judgment_confidence
17156,All Okies are trash.,2,3.0,1.0
13963,@WakeUpPeeps1 Read w/o slant your orig statement said 'everything' we have...that is the only extreme comment made,2,3.0,0.6666666666666666
5842,i was going crazy thank god i have a craving for fruits and chocolate it made me go out in the cold with a gross wind blowing in my neck feeling mad and angry and crappy,3,3.0,0.6317464105338356
7122,im with her because she brings out the best in me when im feeling depressed,0,4.0,1.0
12820,i feel a little bit weird,4,2.0,0.8281729638915523
5832,RT @Sum_Pfeif: Did @wagggggie seriously steal my Halloween Oreos ? &#128530;,2,3.0,1.0
9821,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/gPbi04YoBq,2,3.0,1.0
4888,This fuzzy wuzzy kitten wants to know how a raven is like a writing desk. Find out why here &#8594; http://t.co/GI9On86iGV http://t.co/HlKDTSgKwU,2,3.0,1.0
12718,Not allowed to play flappy bird around grandma because she swears at me to stop swearing lol,2,3.0,0.6666666666666666
11715,i am living with my dad and his wife in his new home and i feel very unwelcome here,0,4.0,0.9442598612566373
5904,Y'all sleep on Shy Glizzy &#128564; Young Jefe&#128520;,2,3.0,1.0
522,i think i have a good feel for what players are feeling and i just try to help them to do one thing in life that we all want and thats believe and if you believe strong enough good things can happen washington said,1,4.0,1.0
8043,i feel greedy with my thoughts and it is a relief to let them linger,3,4.0,0.9484122472174972
3607,i feel so bitchy suddenly,3,3.0,0.8207974906922285
9120,i feel ashamed that i so readily turn it aside,0,3.0,0.6004754879442707
13412,i feel like im sinking and i feel helpless and that makes me even more frustrated,4,3.0,0.5590711797882264
15372,i think its the case that whether people like anne coulter or ed schultz really feel as outraged as they do their viewers most certainly do feel that kind of outrage and anger about the substance of their collective tirades,3,3.0,0.7180495114026955
234,i feel unwelcome when i am with her,0,2.0,0.9038536491846496
12180,i feel for the people who dont see its worth or are too afraid to discover it,4,4.0,1.0
3796,i really hope so i feel so isolated right now and on top of feeling overwhelmed confused lonely stressed and nervous it s really difficult at the moment,0,2.0,1.0
12310,im feeling hopeful that the last piece in the lighting jigsaw may be finally complete,1,3.0,1.0
6318,i feel like she is more embarrassed that anything and cannot just let it go,0,2.0,0.9113455232783823
13193,i feel kinda violent today,3,3.0,0.9817390570895496
7094,i guess this is because that im feeling really excited about it,1,3.0,0.9057410698333676
14967,@wodaeeex3 it didnt open das y i asked cus i thought yu ate wat i had Pork chops yellow rice n beans,2,3.0,1.0
11992,i thought i exhausted all emotions i held all the frustration and confusion and still here i am having so much more to give so much more to feel i look at this blank white piece of paper and i want to fill it with colours with motion but it still seems so blank,0,2.0,1.0
10202,i am tired of feeling awful,0,2.0,0.7821308377059455
17497,im feeling a little apprehensive about this party,4,4.0,1.0
18307,i really hope you like my card and feel inspired to make christmas cards and a href http papermakeupstamps,1,3.0,0.7053078046757202
1948,ive started to delve deep into myself and evaluate everything that has made me feel insecure or unworthy,4,2.0,0.5850673347034087
6361,i feel as a child innocent feelings illustrating a,1,2.0,0.8617197907845165
18325,i feel like a guilty sack of shit,0,4.0,0.8625977300579479
17473,i guess im feeling pretty mellow these days,1,3.0,0.9101170494137848
11684,i still feel like i missed out on a critical part of the soap and for a,0,3.0,1.0
15026,i love getting out the decorations and feeling festive i am happy to put them away,1,4.0,0.8180599614955468
6091,i feel deprived of any intimacy at all,0,3.0,1.0
10863,Enjoying My bed. Just perfect For me My Teddy bear and monkey It. #Singlelife #bed #teddybear,2,3.0,1.0
18023,i feel only a little agitated right now,3,4.0,0.8849713219185746
2224,i feel like all women are witches in someway why do we have to be tortured for being beautiful and powerful,3,4.0,0.9566997833435646
9298,"RT @Avery_Ave23: &#8220;@iKeepItTooReal: When the trash bag is so full , you can barely tie it....&#128548;&#128548; http://t.co/OtzfiqMWI0&#8221;OMG!! STTOOOPP!!&#128563;&#128514;&#128514;&#128557;&#128557;",2,3.0,1.0
17978,i ignored her minor tantrum and jumped down from the table beginning to pace again and feeling agitated,4,6.0,1.0
9010,i feel like this never get impatient around sharp objects as it will inevitably lead to tears,3,3.0,0.9264693871093039
15246,i feel pain or aching in can stop,0,2.0,0.9999858120682745
14947,i like to feel respected by a guy i m with not abused,1,3.0,0.9949082741868887
5571,when my mothers heart nearly stopped,4,3.0,0.807923159313733
4523,i was trying to be a friend to him so that he wouldnt feel rejected by me,0,4.0,0.7730988440183663
5793,"I'm 81 and I still eat animal crackers

 #EMABiggestFans1D",2,6.0,1.0
14234,i feel a kind of sadness for the television shows and popular culture push for birth mothers who havent finished school and have no real means of support to keep their babies,1,4.0,0.8437584427517323
17738,i didn t feel like doing much chris and i mostly just took too many pictures of unimportant stuff,0,4.0,1.0
5738,i began to feel a cranky feeling of why the hell do i do what i do,3,2.0,0.7064359041496293
2624,i feel paranoid when i wear makeup out,4,3.0,0.7421203070814257
4728,i feel scared and worthless when someone doesn t love me,4,4.0,0.7532087723623824
7818,i feel like when i was a kid it was constantly impressed upon me how awesome ants are,5,3.0,0.8265093486532052
8859,i feel horrible or even depressed that i try to fake myself out with positivity,0,2.0,0.8829753335966204
18787,i feel like i ve regained another vital part of my life which is living,1,3.0,0.8152324777184455
18049,i help busy overworked mainly but not exclusively women go from feeling overwhelmed frustrated and generally pissed about their health and appearance,5,3.0,0.7266788965312043
9080,i always seem to have some kind of life upheaval or additional work stress that makes it hard to feel thrilled about the upcoming holidays,1,4.0,0.9975255954414893
15275,i feel that my lifes fucked up,3,2.0,0.8647676100110885
16259,i mean every time i have a negative thought or feeling or reaction i am going to consciously replace it with a positive one,1,5.0,0.7912481979582594
2437,i wanted to avoid feeling rushed,3,3.0,0.7245760203696257
6056,i dont want to rely on a guy to pay my bills but at the same time i am a free spirit and i feel like im being punished for being a free spirit,0,3.0,0.9024286938670331
14087,i did manage two short runs and a walk but today im back to feeling just shy of awful,4,2.0,1.0
9009,i feel so enraged that i want to punch him but i don t because he s only years old,3,4.0,0.8449432472526579
17475,i have a feeling she wasnt innocent in this,1,3.0,0.9607915057711532
11606,i feel like reading anansi boys again its gorgeous,1,2.0,0.6014392226860076
6352,i began to feel strange i thought to myself here it comes,4,3.0,0.9141371533585839
10533,i just feel like i should become an ungrateful bastard instead,0,3.0,0.6857107462193652
11989,i feel like my good friend narcissism might have something to do with that well that and a spoonful of boredom,1,2.0,1.0
3167,i do not know what to do in my current space to make myself feel more comfortable,1,3.0,1.0
1809,@EmmaLouisaSuttl Hit the clam chowder.Thanks for the wishes and the card,2,3.0,1.0
15513,i feel nervous when i think about going to australia though i feel exited at the same time,4,5.0,0.8486542228710482
1884,"RT @D_Sidbury_: &#8220;@lookwhogotit: All of Kate Upton's leaked nudes today &amp; more &#128525;

&#11015;&#65039;
http://t.co/BW7ldA56mI http://t.co/sWztntfdGn&#8221; bitch lo&#8230;",2,3.0,0.6666666666666666
7161,i am happpy when i get good results in the field of academics or athletics,1,3.0,0.5666681255022294
9456,i have no feelings of discontent,0,3.0,0.7554480054352462
5086,i feel lousy on a daily basis,0,3.0,0.9965053951644102
13752,i was feeling particulary generous today so im giving away packages instead of,1,4.0,0.7547659773522835
16972,i feel guilt that i was cranky last night and didn t fully embrace my evening alone with the boy,3,3.0,1.0
14027,i hope mine goes well again because at the moment i m unfortunately feeling a bit resentful with the aftermath of the holidays,3,5.0,0.8371750551975263
7016,im feeling adventurous and fiesty i stop comparing myself to everyone,1,1.0,0.978340463492647
13386,when we stayed in vienna with our class,4,4.0,0.7614068983746274
12641,"Baby I'll whisper Vietnamese to you all soft like, ""ching... chong ting o long....""",2,3.0,0.6666666666666666
16708,i feel tortured the one thing i love is the one thing that wont support me financially but i cringe when i think of spending years chained to a desk performing a job by wrote with little or no room for creativity or for anything else that matters,3,3.0,0.837699662512291
4945,i feel so blessed that i am able to leave there,1,2.0,0.6342622730291553
15649,i can feel myself gaining control over the damaged goods aspects of my personal security,0,4.0,0.8574112419955587
12237,i am ashamed when i feel like that the moment i see terrified crying children and dead ones,4,3.0,0.9666337483905152
6046,i can look back at it and feel satisfied that i saved all those cultures from a terrible fate and that my time spent in the job was not in vain because the results of my efforts will benefit students for decades to come,1,3.0,1.0
17420,i got caught shoplifting a package of gummy bears,4,3.0,0.6970097173992595
9227,i don t feel the least bit left out instead i m eager to watch these two as lucas grows,1,4.0,0.9573385436793433
5585,i am feeling a bit gloomy i guess,0,4.0,0.7514066157560477
6919,i feel like im not serving a purpose to anyone whether it be keeping them from committing suicide or just a casual conversation partner at a social gathering i am transported to a dark spot,1,3.0,0.8328501592682411
5590,i feel like the sequel was ok but overrated not as great as so many deem it to be,1,3.0,0.9946245637334052
7226,"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",2,6.0,1.0
1228,i feel aching andangry,0,3.0,0.9459563168268744
16611,Peace my friend..Only Peace..I am not your enemy..Dont say that word again..Look at my Facebook wall..One of my best friends ever was a Moor,2,3.0,1.0
6846,i feel so bitchy talking about myself this way ahaha i sound less retarded telling this story in person i swear and said if i were a boy i would fall in love with you,3,3.0,0.6219437869877609
16313,i feel accepted and loved and a place where i belong,1,3.0,1.0
13333,"RT @allly_sunn: ""That's what that means..some kid called me at like 1 in the morning asking me if I wanted to hit the slopes...""",2,3.0,1.0
15182,i legs would feel shitty for a few miles but would come around like they always do,0,3.0,0.9216225809811467
14743,i look at the watch and i feel sad because i have to leave,0,4.0,0.7932050904586095
8244,i feel is awkward because it s too high four steps for a,0,4.0,0.8401753537639476
16643,i can feel it clever of them and,1,3.0,0.7933343116017111
6555,ill just say it i feel horrible about my body,0,3.0,0.9158108363172355
15537,"@lauramartyy ""wait n as in nick or m as in mick?"" &#128514;&#128514;",2,3.0,1.0
15373,i feel outraged about this type of thing,3,2.0,0.6724450339681021
12145,Supporters of officer Darren Wilson rally in St Louis http://t.co/HtfgJJ7kYt #ferguson #kkk #tcot #tpot #teabaggers #teaparty,2,3.0,0.6666666666666666
159,i ran miles in my old custom orthotics and i still feel fine tonight,1,4.0,0.7202278747389357
8851,i just feel so listless from the gloominess of it all,0,3.0,1.0
9779,i set my mind to wanting a specific item needing it for a specific event or at a specific time i find ill end up spending more than i want to because i feel pressured by constraints,4,3.0,1.0
1589,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/dyYvrEJAm3,2,3.0,1.0
5575,i woke up even more tired than the night before and feeling groggy,0,5.0,0.8615855968180904
18394,i am feeling that it my be a more dangerous task than dancing in a lightening storm with an umbrella,3,2.0,1.0
15369,i will be able to feel a little bit more emotional freedom,0,4.0,0.8208780838380808
7241,i usually don t wear glasses at first i had uncomfortable feeling like irritated but lately i feel comfortable to have it,3,3.0,0.9078994403448901
5565,i feel like i mother at the expense of being productive,1,3.0,1.0
6687,i feel like no other day should be less valuable than another because of a certain event is going to happen,1,4.0,1.0
7190,RT @TweetLikeAGirI: when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who s&#8230;,2,3.0,0.6666666666666666
182,i have also known the pain of feeling worthless too broken too scarred to ever span style mso bidi font size,0,4.0,0.752787535606149
10576,i feel like ive reached the point where we are doing more emotional damage than health fixing especially since you know we arent cathing,0,3.0,0.7889578045407387
14366,i feel like i should say something but im shocked into silence,5,4.0,0.8511769308969366
15061,i look at it and again i feel horrible,0,5.0,0.8199044640931812
16854,i have eaten at many restaurants and feel that we enjoy the cheaper but much more delicious eateries than these more elegant but lacking in spice and flavor places,1,4.0,1.0
7480,i can easily wind up feeling inadequate as i look at all of the beautiful pictures and see what it seems like everyone else is doing and thinking,0,2.0,1.0
12050,"RT @beauty_briii: One of my classmates offered my teacher and brownie and someone said ""you trying to earn brownie points"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",2,3.0,1.0
13364,i have a strange feeling that this is going to turn out quite ok and soon enough the ladies pictured above will probably be begging me to brew more of this stuff,1,3.0,0.9583277966471391
7570,i feel this piece is extremely resolved and cohesive making it one of the most successful arist s books i have ever seen and experienced,1,4.0,0.9749743839298726
1556,i miss feeling like i hated you,3,2.0,0.8408966688629168
2828,i have been crying a lot and feeling kind of depressed,0,3.0,0.7578712119354196
436,i lay here still awake i find myself feeling unhappy,0,3.0,0.9719441768537687
5789,i feel is truthful the fun always lies in having an idea and seeing it realized and not soo much in the object or goal,1,3.0,1.0
15592,This re-colored pictured of Abraham Lincoln is one of the coolest things I&#8217;ve seen in a while&#8230; http://t.co/SHosDU7RYP,2,3.0,0.6666666666666666
15248,i feel like i should say something emotional and touching about the fleeting nature of time but damn im feeling like ive been flung into a first day of school suddenly huge to do list tornado,0,4.0,0.7633205781761325
18548,RT @ActuallyAmDolan: wen u look liek trash n sum1 complimentz u http://t.co/5AgYHBTFXh,2,6.0,0.6666666666666666
12070,i feel rebellious today so i ll leave this as a warning to myself on how radical i can be,3,4.0,0.7895988657187981
1588,i do like to think that in the near future ill feel the urge to write up an album or two that has really impressed me most likely a href http handsomefamily,5,3.0,0.5923803139102513
7398,ive been feeling a bit overwhelmed with the whole marathon idea lately,4,4.0,0.8856882811055522
2780,i could leave spitak and come back after two years to the same town the same neighbors the same school children shouting my name and feel welcomed,1,2.0,0.8085641537363161
3701,"1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that",2,3.0,1.0
9242,i remember feeling so lonely as a child in my room even though i had a lot of toys to keep me occupied,0,4.0,1.0
5686,i was feeling adventurous and not quite my age,1,3.0,0.8512544394066454
3965,@danifreshh some weird local ghetto school haha,2,3.0,0.6666666666666666
4727,i know takes a lot of present moment awareness and part will be the challenge of accepting things as they are so i don t set up a feeling of wanting or discontent,0,1.0,0.8373249852029874
9165,i will start to feel resentful,3,3.0,0.7230014675933101
1238,ive been feeling an aching loss a void in my life in the place that she filled,0,4.0,0.8090398550676883
2951,i already have my christmas trees up i got two and am feeling festive which i m sure is spurring me to get started on this book,1,4.0,0.7726215864368747
15810,i feel so unhappy about this,0,3.0,1.0
10534,im feeling virtuous i do a spinach feta cranberry salad with balsamic viniagrette,1,4.0,0.7084745035650198
15966,i have a feeling if he balks at the soup it will be divine enough for me to finish all by myself,1,3.0,0.9618093262812241
2555,i didnt feel that i was caught in a limbo between carefree and responsibility,1,4.0,0.7070976179962469
14238,i was on a mission to feel festive and after dressing up in tinsel santa hat christmas headband a flashing brooch eating mince pies and pulling a christmas cracker i think i finally managed to achieve it,1,3.0,0.9497354309523086
10350,i still feel groggy but i have to get up to do the routine for my son,0,3.0,0.8354624389813192
14519,Sweet! Just found that box of Twinkies I bought last year for $225.00! I bet its at least tripled by now! Such a no-brainer buy!,2,3.0,1.0
16047,i feel helpless because i cannot stop it,4,6.0,1.0
1497,i quit my job in financial services feeling disheartened and disillusioned and i took a complete u turn in my career returning to university and studying something very different from what id been doing in my job,0,2.0,0.8378520983213154
12737,"Have you ever popped champagne on a plane, while gettin some brain 
Whipped it out, she said ""I never seen Snakes on a Plane""",2,3.0,0.6666666666666666
6465,i think if youre sad a top tip is to eat lots and lots and lots and lots of it until you feel very satisfied and a maybe a bit queasy,1,4.0,1.0
7355,i gotta say that i feel like i was suckered into buying the iphone s because i saw the ads on how cool siri was,1,3.0,0.9303820065957842
15717,i get frustrated with the fact that i don t always feel appreciative for the hand i ve been dealt and for the people i love in life,1,3.0,0.838702409977393
7823,"I told her too. I said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like 6 freshman",2,3.0,0.6666666666666666
7547,@BlackManUSA @chrislhayes well that's some cracker jack secret service work there. jfk anyone?,2,3.0,1.0
7913,i enjoy hearing the faith stories of other believers sometimes these stories leave me feeling inadequate and guilty,0,3.0,0.7860944845464203
12449,i feel strongly it could be helping people and doing what i am unsure of but it isn t within the us,4,4.0,1.0
10614,i actually feel quite scared to get back to exercising because i feel like ive lost so much strength and condition and put on so much weight,4,4.0,0.9869252367643727
17509,i don t know if he knew about buffy but i for one was feeling nervous about how the whole multiple dogs on a flight thing was going to pan out,4,4.0,1.0
15271,i feel like a mollusk repeatedly beaten with a wet cloth and stabbed times in the back just for the sake of it,0,2.0,1.0
5185,i feel like this another one of the more underrated records on the album not going to be the most popular but an amazing record nonetheless,1,4.0,0.9207052788573564
5647,i often sat back and feel amazed when the episode was over,5,5.0,0.8654165867374827
8549,i could of course go on with it feeling resentful of him with him being blissfully unaware of anything being wrong,3,3.0,0.9005300876223584
5242,i realized that constantly checking my phone and multitasking made me feel rushed and ragged by the time i reached my destination even if i was talking to someone i really like,3,4.0,0.7946309316757963
2130,ion like papoose but he went in lol,2,3.0,1.0
11836,i am feeling impatient in so many ways but i am equally aware that it is important to learn all i can while im in this season,3,2.0,1.0
2092,i feel a bit dumb,0,3.0,1.0
5409,"""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles",2,3.0,0.6666666666666666
10207,i buy books about people i feel are equally fucked up as i am or books about zen approaches to shitty situations,3,3.0,0.9456364632190808
11948,i found that the price of staying and feeling gorgeous has sky rocketed so i decided to take my own personal experiences and use them to give fellow students and other people on a budget a helping hand,1,4.0,0.7931200838480552
17460,i feel i cant stop aching,0,4.0,0.8390111768399103
187,i feel respected and appreciated as a musician,1,5.0,0.7716003476332078
18593,i know mom s who would take once look at my facebook profile and feel envious of all the fun i seem to be having out with my friends the carefree state that my life is in where i am only responsible for me and can pick up at any time and go away for the weekend,3,2.0,0.991337421649412
7938,I pictured Angus running up the side of FOB Sharana with every day in Afghanistan @ReturnTo1776 http://t.co/zj1MK6w7EF,2,3.0,0.6666666666666666
3655,i love the feeling of the cold nipping at my nose while im in warm clothes,3,4.0,0.801795151804959
3426,i was sitting in the corner stewing in my own muck feeling hated alone unworthy and violated,0,4.0,0.7571047543551404
16569,@kamkamluvsblk Yeah one called me a race traitor lol,2,3.0,1.0
1381,i feel very low already,0,2.0,0.8284861333188468
16721,Jihadis Turn Washington National Cathedral Into Mosque For Friday Prayers http://t.co/4AHp4t86bP #lnyhbt #ccot #teaparty #gop #tgdn,2,3.0,0.6666666666666666
8605,i feel im being hated,0,5.0,1.0
7427,when i heard that my sister had shouted at my friends cousin at their place,3,3.0,1.0
15743,i get a sort of tunnel vision heart rate increases i cant feel my arms or legs and i cant hear a thing this being the more dangerous of the side effects that have meant i cant hear the stop whistle if i have injured my opponent and thus has lead to tournament disqualifications and fines,3,1.0,0.834575510486902
5037,i feel jolly,1,3.0,0.9516599856209079
4897,"My teacher always says ""Has a man ever abused his wife while using marijuana? Not unless she hides the Oreo cookies then she deserves it.""",2,3.0,0.6666666666666666
11528,i made the other day which more or less sums up how i feel about the delusion of my life for the past years or so i became somewhat frightened of myself and decided to get a little distance from that guy,4,4.0,1.0
11798,im feeling somewhat optimistic that in i wont be that damn coward,1,4.0,1.0
3175,i started to feel really confused,4,2.0,0.9415420712164819
15038,im feeling envious of my pregant co workers,3,4.0,0.6183827984564487
17457,i feel a little discouraged here and there but i m not giving up,0,3.0,0.7924987355265324
12834,i was going to say that it makes me feel all unloved and shit but thats just me being overly dramatic,0,4.0,0.9266667313373714
3747,Charlie Daniels Goes Off on &#8216;Satanic Evil&#8217; http://t.co/3haWjFavUz,2,3.0,1.0
8448,Amazing. You know what they say about birds of a feather http://t.co/mefmPB3aW5,2,3.0,1.0
11390,"RT @Dory: my anaconda don't want none, unless you defeat the Huns, son http://t.co/uzTkGaWTfM",2,3.0,0.6666666666666666
18770,i oil rich in omega reverses the look and feel of damaged hair as it weightlessly restores bounce for full flowing styles,0,3.0,1.0
7295,i am feeling oh so low,0,2.0,1.0
2235,i cant help feeling a strange variety of relief for that,5,3.0,1.0
8068,i would feel timid wearing them beacuse id try to not get them dirty etc,4,3.0,0.9848785627590885
12935,i feel so glad,1,3.0,0.9242801672077836
9959,i feel like i have been faithful enough that i have proved myself and paid my dues but faith is not stagnate,1,2.0,1.0
4236,Offensive line is trash,2,3.0,0.6666666666666666
16217,i feel it needs to be respected for its own sake,1,3.0,1.0
11150,I used to picture him coming up the wadi to FOB Sharana with a barrel of brandy for me @iiarwatch,2,3.0,1.0
6144,i start to feel agitated,3,3.0,0.842164615670183
9764,i resented being made to feel like a bad person for not possibly contributing to the better good and to the profits of some unspecified equipment maker,0,3.0,0.7195092772890065
24,i feel ugly he can smile at me with this look in his eye and i know that not only does he love me but he is still in love with me,0,3.0,0.7615485056067999
3363,"Former TOWIE star Charlie King comes out http://t.co/yU3XKXbCyt @YouTube

Inspiring. Congrats @CharlieKing85 and welcome to the family :)",2,6.0,1.0
1088,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/Br7el4ZXrw,2,3.0,1.0
12866,"Like Baathists before them, #ISIS &amp; Al Qaeda supporters' rivalry is as absurd as their cause - battling for who's the more authentic Jihadi",2,3.0,0.6666666666666666
10886,i think i m also feeling restless,4,2.0,1.0
8733,i have struggled to fit all the work in for this module and have felt frustrated at times feeling that my blogs were rushed and although i have read with great interested fellow students blogs i feel i havent interacted as much as i could have done this is a definite area for development,3,5.0,0.8215690876806876
11590,i left that meeting feeling helpless and betrayed by the very laws that are supposed to protect me and other people in this state,4,2.0,0.9098477909577977
11751,Sebastian is high on cat nip rn,2,3.0,1.0
18087,on a boat trip to denmark,1,3.0,0.6341026075441504
2841,i slept deeply and still feel energetic and very well today,1,4.0,0.8352058829239855
10503,"Can someone please explain to me, Why are the birds so angry &amp; destroying pigs' homes?",2,6.0,1.0
7537,i left feeling thoroughly invigorated and ready to face a new year of craft challenges so big kudos to the wonderful organizers at hello craft for a truly awesome summit,1,3.0,1.0
12306,i saw the video of cena kissing maria and surprisingly i didnt feel like i hated her,0,3.0,0.8459329612231623
11426,i personalities that can feel pain and suffering,0,3.0,1.0
7470,i feel really stressed out,0,4.0,0.5957305137820087
7901,i feel you re in for an unpleasant surprise,0,4.0,0.9350394706389102
4152,i say the feeling of being betrayed was never a pleasant feeling to begin with,1,4.0,0.9571051143838557
9501,i know there are a million strollers and babies in the world but the thought that my stroller had made someone feel how ive felt so many times broke my heart,0,4.0,0.8519447771051981
695,im feeling particularly brave my armpits but common sense be damned,1,3.0,0.9768475751077232
15906,i am now feeling much more positive about her agility future because i could actually see it is there shes due her second measure some time over the next months and i would so love her to measure into small,1,3.0,0.8157157543063014
3735,i came home from work today feeling satisfied that work went alright,1,4.0,0.5872860248024692
11944,RT @Yankees: Time to bounce in the Bronx. #LetsGoYankees #Walkoff http://t.co/W5ATfRsLKK,2,3.0,1.0
6337,i been left alone this is how i feel a kind of sweet song for me but the official video clip for this song is quite annoying,1,2.0,0.6201907820295387
1227,i feel sorry for you guys,0,3.0,0.8886203704323984
1999,i was feeling a bit discouraged and her words really hit home,0,3.0,0.9897436638312459
276,i feel really honored to be given the opportunity to tell my story,1,2.0,0.7230219838853031
16265,im feeling a bit apprehensive but excited as well,4,3.0,1.0
10559,i was already nervous about this match but by the time i got there i was simply feeling glad to be alive after a treacherous journey through foul weather,1,3.0,0.8941828308664745
5929,im just feeling particularly obnoxious tonight,3,3.0,0.6524410923535522
2953,@daggerbyte @MichaelSmartGuy @spacej_me @pizzahut Given the rickety slant of that roof I'd say more like Pizza Shanty,2,3.0,1.0
3637,i feel respected when for months you only tell me you love me when were alone and when it strikes your fancy,1,2.0,0.9957631392869454
3906,i am trying to work on finding the joy in the simple thing that god is finding joy in my obedience to him even if it doesn t feel very joyful in the way that i am used to,1,3.0,0.7960204173996196
4778,i did start to feel some benefit it was extremely boring,0,4.0,0.8621733761517281
5845,"@brandonDGK420 the only boards I still have from them are just the tie dye ones, monkey edition, black and silver , and the newest ones",2,3.0,1.0
18588,RT @spurs: It's a bird...It's a plane...It's SuperManu #NBASuperHeroes,2,3.0,1.0
4117,i find it very hard to feel relaxed for more than hours,1,3.0,0.8664406944896782
10719,i feel like thats a pretty petty thing to complain about,3,3.0,0.9499356140913694
1137,i wonder if they ever feel any pain or sadness because they always seem lively,1,4.0,0.9573956577272191
2767,i just remember spending hours trying to bump my score above the mark and feeling frustrated by the questions they were a mixture of professor generated and usmleasy ones,3,4.0,0.8869206517695896
8182,i cant stop feeling delighted with myself,1,4.0,0.9786435296421361
17090,i really am feeling so impatient,3,2.0,0.8054757243320553
16861,How is Angry Birds the movie going to work? They're just floating bird heads?,2,3.0,1.0
7661,i feel like i deserve to be punished in some way amp search out ways to do that self harm non lethal overdose etc,0,3.0,0.6267756602011263
9134,i feel for all those who lost their homes those without power and all from this last bad storm,0,3.0,0.7813904672276742
13324,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,2,3.0,0.6666666666666666
16245,i like to keep them on hand when i m feeling not so brave or extraordinary,1,4.0,0.9375220584267202
2490,i ran upon it while looking for a cute saying to add to address change cards planning ahead and feeling positive,1,2.0,0.9932414520005033
18575,im waiting in my paper gown and plastic slippers for them to call me feeling very apprehensive but a bit dopey in the head due to lack of food,4,2.0,0.8697653535433454
7742,RT @DragonBallDeez: *Atlanta RT @PacDaGoat: Houston has so many trash drivers,2,3.0,1.0
14482,im feeling bitter towards them god,3,4.0,0.8873812689868815
13127,i feel rebellious because i don t particularly like watching romcoms but i get the feeling that i may be pretty good at writing them,3,2.0,1.0
3935,"RT @Toxicityy1: Gwen Stefani's new single is trash. her, hilary duff, britney and fergie have to give it up and go raise your kids and judg&#8230;",2,3.0,1.0
15072,"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",2,3.0,1.0
18656,im feeling passionate about in my own home,1,3.0,0.9432977445127414
2384,What manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized &amp; cursed brethren and say:,2,3.0,0.6666666666666666
8016,i feel like i missed out when i was younger but i was very active and would be much more content to go outside and ride a bike,0,2.0,0.8844280681703639
7084,i feel more determined than ever to not just help people facing these challenges but do my part to change the infrastructure of our society as a whole so this cycle of inequality is put to an end,1,3.0,0.45833192552484836
115,i feel so stupid because the first week of it fair wasnt even worth working for,0,3.0,0.8887675892003735
1863,bats are cool as hell because they're basically half tiny fox half leather bird.,2,3.0,0.6666666666666666
15688,"RT @goddesslaney: @lajouetreine if you give that statement any thought at all you will realize it makes no sense. At all. Please, think abo&#8230;",2,3.0,1.0
10750,RT @DanielGennaoui: A bird that courts females by building a beautiful nest with bright objects: http://t.co/gi2rRlGRo6 &#8230; #wildlife http://&#8230;,2,3.0,1.0
3119,i got to know more about the three movies i feel sincere respect to the director richard linklater and the whole team of crew of creating this love story,1,2.0,0.6952191895865791
4258,i confess to feeling a bit nervous now though there are some very talented people in the group,4,4.0,0.9868736842392388
364,i feel like i need to tattoo that peggy o mara quote onto my arm so i ll see it next time i feel disgusted disdainful or disappointed by my children s behavior,3,3.0,0.6198883326321218
9094,@tonipmusic woahh!! Ahha I remember her from Charlie and the Chocolate Factory! Who do you think killed Lucy? I think it was Abby,2,3.0,1.0
2819,"@VNNForum These Marxist kikes promoted Anti-Semitism by creating this film, what was their incentive? They just promote their enemies.",2,3.0,0.6666666666666666
12014,i feel this distraught i am thankful that the weather is improving so much,4,4.0,0.820381023137016
17199,im feeling playful takes user to an interactive google doodle such as the one for pac man,1,2.0,1.0
5806,i feel very optimistic about everything at this moment,1,2.0,0.8517388538090087
18024,Inbed eating left over poppadom. #livinthedream,2,3.0,1.0
4699,i have hated feeling useless and ineffective,0,3.0,0.9050985999056644
12369,i didnt feel the stress i was under at telstra was worth it and with out thinking i just resigned,0,3.0,1.0
3802,At a point where I've got to make a tough life decision. Ice black translucent sole or solid black sole on my KD VI's. Blk or orange airbag,2,3.0,1.0
